
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[dotenv@17.3.1] injecting env (0) from .env -- tip: 🤖 agentic secret storage: https://dotenvx.com/as2
🚀 API Superior V2 corriendo en http://localhost:3001
🤖 Bot de Telegram activo.
✅ Conexión a Base de Datos de Producción estable.
[2026-03-06T22:55:49.263Z] OPTIONS /api/dependencies
[2026-03-06T22:55:49.271Z] GET /api/dependencies
[2026-03-06T22:55:49.292Z] OPTIONS /api/dependencies
[2026-03-06T22:55:49.293Z] GET /api/dependencies
[2026-03-06T22:55:51.028Z] OPTIONS /api/entities?periodo=2026
[2026-03-06T22:55:51.029Z] GET /api/entities?periodo=2026
[2026-03-06T22:55:51.104Z] GET /api/entities?periodo=2026
[2026-03-06T22:55:51.118Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-06T22:55:51.119Z] OPTIONS /api/entries/7?periodo=2026
[2026-03-06T22:55:51.120Z] OPTIONS /api/entries/3?periodo=2026
[2026-03-06T22:55:51.121Z] OPTIONS /api/entries/8?periodo=2026
[2026-03-06T22:55:51.122Z] OPTIONS /api/entries/9?periodo=2026
[2026-03-06T22:55:51.122Z] OPTIONS /api/entries/4?periodo=2026
[2026-03-06T22:55:51.123Z] OPTIONS /api/entries/10?periodo=2026
[2026-03-06T22:55:51.124Z] OPTIONS /api/entries/11?periodo=2026
[2026-03-06T22:55:51.124Z] OPTIONS /api/entries/12?periodo=2026
[2026-03-06T22:55:51.126Z] OPTIONS /api/entries/5?periodo=2026
[2026-03-06T22:55:51.126Z] OPTIONS /api/entries/13?periodo=2026
[2026-03-06T22:55:51.126Z] GET /api/entries/2?periodo=2026
[2026-03-06T22:55:51.128Z] OPTIONS /api/entries/6?periodo=2026
[2026-03-06T22:55:51.128Z] OPTIONS /api/entries/15?periodo=2026
[2026-03-06T22:55:51.128Z] OPTIONS /api/entries/14?periodo=2026
[2026-03-06T22:55:51.128Z] GET /api/entries/7?periodo=2026
[2026-03-06T22:55:51.129Z] OPTIONS /api/entries/17?periodo=2026
[2026-03-06T22:55:51.129Z] GET /api/entries/3?periodo=2026
[2026-03-06T22:55:51.130Z] OPTIONS /api/entries/16?periodo=2026
[2026-03-06T22:55:51.130Z] OPTIONS /api/entries/18?periodo=2026
[2026-03-06T22:55:51.131Z] GET /api/entries/8?periodo=2026
[2026-03-06T22:55:51.134Z] GET /api/entries/9?periodo=2026
[2026-03-06T22:55:51.183Z] GET /api/entries/4?periodo=2026
[2026-03-06T22:55:51.187Z] GET /api/entries/10?periodo=2026
[2026-03-06T22:55:51.188Z] OPTIONS /api/entries/19?periodo=2026
[2026-03-06T22:55:51.188Z] GET /api/entries/11?periodo=2026
[2026-03-06T22:55:51.189Z] OPTIONS /api/entries/21?periodo=2026
[2026-03-06T22:55:51.189Z] OPTIONS /api/entries/22?periodo=2026
[2026-03-06T22:55:51.189Z] GET /api/entries/12?periodo=2026
[2026-03-06T22:55:51.190Z] GET /api/entries/13?periodo=2026
[2026-03-06T22:55:51.191Z] GET /api/entries/5?periodo=2026
[2026-03-06T22:55:51.191Z] OPTIONS /api/entries/23?periodo=2026
[2026-03-06T22:55:51.192Z] OPTIONS /api/entries/24?periodo=2026
[2026-03-06T22:55:51.192Z] OPTIONS /api/entries/25?periodo=2026
[2026-03-06T22:55:51.192Z] GET /api/entries/6?periodo=2026
